,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,OQ2,GLA2,OQ_x_YB,OQ_/_LA,Neighborhood,House Style,Year Built_Dev_House Style,Overall Qual_Dev_Neighborhood
551,8250,6,7,1981,1981,1882,2,4,2,2.0,36,3541924,11886,0.0007272727272727272,SawyerW,2Story,0.05029564472411675,-0.39910330951491313
552,8400,4,4,1950,1950,841,1,2,0,1.0,16,707281,7800,0.0004761904761904762,SawyerW,1Story,-0.9818088627176891,-2.7747182471036798
553,9000,6,3,1928,1950,784,1,2,0,2.0,36,614656,11568,0.0006666666666666666,SawyerW,1.5Unf,-0.4894198027914747,-0.39910330951491313
554,9750,5,5,1962,1962,980,1,3,0,2.0,25,960400,9810,0.0005128205128205128,Sawyer,1Story,-0.5120387942370012,-0.11105838232267036
555,7064,5,6,1977,1977,980,1,3,0,2.0,25,960400,9885,0.0007078142695356738,Sawyer,1Story,0.07517379136385875,-0.11105838232267036
556,8499,5,6,1961,1961,864,1,3,0,2.0,25,746496,9805,0.0005883045064125191,Sawyer,1Story,-0.5511862999437251,-0.11105838232267036
557,9079,5,5,1961,1961,864,1,2,0,1.0,25,746496,9805,0.0005507214450930719,Sawyer,1Story,-0.5511862999437251,-0.11105838232267036
558,9316,5,5,1965,1965,1020,2,3,0,1.0,25,1040400,9825,0.000536711034778875,Sawyer,1Story,-0.3945962771168292,-0.11105838232267036
559,7791,5,8,1963,1995,912,1,3,0,1.0,25,831744,9815,0.0006417661404184315,Sawyer,1Story,-0.4728912885302772,-0.11105838232267036
560,10000,5,6,1961,1983,1144,1,3,1,1.0,25,1308736,9805,0.0005,Sawyer,1Story,-0.5511862999437251,-0.11105838232267036
561,8281,5,5,1965,1965,864,1,3,1,1.0,25,746496,9825,0.0006037918125830214,Sawyer,1Story,-0.3945962771168292,-0.11105838232267036
562,7150,5,6,1962,1962,912,1,3,0,1.0,25,831744,9810,0.0006993006993006993,Sawyer,1Story,-0.5120387942370012,-0.11105838232267036
563,15676,8,8,1980,1980,2014,2,2,2,3.0,64,4056196,15840,0.0005103342689461597,Veenker,1Story,0.19261630848403072,0.6936612799172049
564,11949,7,8,1991,2008,1755,2,3,1,2.0,49,3080025,13937,0.0005858230814294083,NoRidge,2Story,0.3596156395242446,-1.2329081842588943
565,2880,7,5,2004,2005,3005,2,3,1,3.0,49,9030025,14028,0.0024305555555555556,Somerst,2Story,0.7617316327644108,-0.45982502071943
566,3951,6,5,2009,2009,1224,2,2,0,2.0,36,1498176,12054,0.0015186028853454822,Somerst,2Story,0.9163916301644747,-1.6062380860747203
567,3000,6,5,2009,2009,1224,2,2,0,2.0,36,1498176,12054,0.002,Somerst,2Story,0.9163916301644747,-1.6062380860747203
568,3830,6,5,2008,2008,1726,2,2,1,2.0,36,2979076,12048,0.001566579634464752,Somerst,1Story,1.2887464682723027,-1.6062380860747203
569,4217,6,5,2008,2008,1256,1,1,1,2.0,36,1577536,12048,0.0014228124258951862,Somerst,1Story,1.2887464682723027,-1.6062380860747203
570,3230,6,5,1999,1999,1471,2,3,0,2.0,36,2163841,11994,0.0018575851393188853,Somerst,2Story,0.6070716353643468,-1.6062380860747203
571,2998,6,5,2000,2000,1512,2,2,0,2.0,36,2286144,12000,0.0020013342228152103,Somerst,2Story,0.6380036348443596,-1.6062380860747203
572,3768,7,5,1999,1999,1452,2,3,0,2.0,49,2108304,13993,0.0018577494692144374,Somerst,2Story,0.6070716353643468,-0.45982502071943
573,2645,8,5,1999,2000,1739,2,3,0,2.0,64,3024121,15992,0.0030245746691871457,Somerst,2Story,0.6070716353643468,0.6865880446358602
574,14694,8,9,1977,2008,1694,2,2,1,2.0,64,2869636,15816,0.0005444399074452157,Veenker,1Story,0.07517379136385875,0.6936612799172049
575,3782,8,5,1981,1981,1226,1,1,2,2.0,64,1503076,15848,0.0021152829190904283,Other,1Story,0.23176381419075473,0.5393598899705933
576,15417,7,5,1981,1981,1740,1,2,0,2.0,49,3027600,13867,0.00045404423688136475,Veenker,1Story,0.23176381419075473,-0.18254244208347464
577,9600,8,5,1976,1976,2499,2,4,1,2.0,64,6245001,15808,0.0008333333333333334,Veenker,SLvl,-0.01840327396513318,0.6936612799172049
578,9991,4,4,1976,1993,1620,2,3,1,2.0,16,2624400,7904,0.0004003603242918627,Sawyer,1Story,0.036026285657134755,-1.7880399553949955
579,11700,6,6,1968,1968,1556,1,4,0,2.0,36,2421136,11808,0.0005128205128205128,NWAmes,2Story,-0.35182034851604943,-0.4913404353828341
580,11717,6,6,1970,1970,1442,2,2,1,2.0,36,2079364,11820,0.0005120764700861995,NWAmes,1Story,-0.1988587485832092,-0.4913404353828341
581,9156,6,7,1968,1968,1489,2,3,1,2.0,36,2217121,11808,0.000655307994757536,NWAmes,1Story,-0.2771537599966572,-0.4913404353828341
582,10382,7,6,1973,1973,2090,2,3,2,2.0,49,4368100,13811,0.0006742438836447698,NWAmes,2Story,-0.1971603511159855,0.939006165398307
583,12732,7,6,1974,1974,2067,2,3,2,2.0,49,4272489,13818,0.0005497957901350927,NWAmes,2Story,-0.16622835163597274,0.939006165398307
584,12936,6,6,1972,1972,1395,1,3,1,2.0,36,1946025,11832,0.00046382189239332097,NWAmes,2Story,-0.2280923505959983,-0.4913404353828341
585,10400,6,7,1967,1997,2640,2,5,1,2.0,36,6969600,11802,0.000576923076923077,NWAmes,2Story,-0.3827523479960622,-0.4913404353828341
586,17871,6,5,1967,1976,1724,1,3,1,2.0,36,2972176,11802,0.00033573946617424877,NWAmes,SLvl,-0.6073080408493949,-0.4913404353828341
587,9600,5,5,1969,1969,1336,2,3,1,2.0,25,1784896,9845,0.0005208333333333333,NWAmes,1Story,-0.23800625428993322,-1.921687036163975
588,9000,6,5,1969,1969,1216,1,3,0,1.0,36,1478656,11814,0.0006666666666666666,NWAmes,1Story,-0.23800625428993322,-0.4913404353828341
589,13774,7,7,1977,1992,2288,1,4,2,2.0,49,5234944,13839,0.0005082038623493539,NWAmes,2Story,-0.07343235319593439,0.939006165398307
590,9650,6,5,1977,1977,1334,2,2,1,2.0,36,1779556,11862,0.000621761658031088,NWAmes,1Story,0.07517379136385875,-0.4913404353828341
591,10140,7,5,1998,1999,1680,2,3,1,2.0,49,2822400,13986,0.0006903353057199211,NWAmes,1Story,0.8972714112050626,0.939006165398307
592,8400,8,6,2001,2001,1665,2,3,0,2.0,64,2772225,16008,0.0009523809523809524,NWAmes,2Story,0.6689356343243724,2.369352766179448
593,7130,5,6,1967,1967,864,1,2,0,1.0,25,746496,9835,0.0007012622720897616,NAmes,1Story,-0.3163012657033812,-0.43020500524662325
594,9600,5,5,1967,1967,1568,1,3,0,2.0,25,2458624,9835,0.0005208333333333333,NAmes,1Story,-0.3163012657033812,-0.43020500524662325
595,9100,5,6,1965,1965,925,1,2,0,1.0,25,855625,9825,0.0005494505494505495,NAmes,1Story,-0.3945962771168292,-0.43020500524662325
596,9600,7,5,1974,1974,2061,2,4,1,2.0,49,4247721,13818,0.0007291666666666667,NWAmes,2Story,-0.16622835163597274,0.939006165398307
597,16500,6,5,1971,1971,1320,2,3,1,2.0,36,1742400,11826,0.0003636363636363636,NWAmes,SFoyer,-0.47649793116989975,-0.4913404353828341
598,9790,6,5,1967,1967,1342,2,3,1,2.0,36,1800964,11802,0.0006128702757916241,NWAmes,1Story,-0.3163012657033812,-0.4913404353828341
599,7436,4,7,1960,1960,894,1,2,1,2.0,16,799236,7840,0.0005379236148466917,NAmes,1Story,-0.5903338056504491,-1.717913230410501
600,8125,5,7,1959,1959,864,1,3,0,1.0,25,746496,9795,0.0006153846153846154,NAmes,1Story,-0.6294813113571731,-0.43020500524662325
601,9100,6,6,1959,1959,864,1,2,0,1.0,36,746496,11754,0.0006593406593406593,NAmes,1Story,-0.6294813113571731,0.8575032199172544
602,9450,4,5,1957,1957,1362,1,3,1,3.0,16,1855044,7828,0.0004232804232804233,NAmes,1Story,-0.7077763227706212,-1.717913230410501
603,13495,5,6,1956,1956,1728,2,3,1,2.0,25,2985984,9780,0.0003705075954057058,NAmes,1Story,-0.7469238284773452,-0.43020500524662325
604,11475,5,5,1958,1958,1776,2,4,0,3.0,25,3154176,9790,0.00043572984749455336,NAmes,1Story,-0.6686288170638971,-0.43020500524662325
605,10004,6,6,1964,1964,1516,1,3,0,2.0,36,2298256,11784,0.0005997600959616154,NAmes,1Story,-0.4337437828235532,0.8575032199172544
606,9350,5,6,1961,1995,1313,1,3,1,2.0,25,1723969,9805,0.0005347593582887701,NAmes,1Story,-0.5511862999437251,-0.43020500524662325
607,10500,5,5,1964,1964,1292,1,3,2,2.0,25,1669264,9820,0.0004761904761904762,NAmes,1Story,-0.4337437828235532,-0.43020500524662325
608,11000,5,6,1966,1966,1154,1,3,1,2.0,25,1331716,9830,0.00045454545454545455,NAmes,1Story,-0.35544877141010517,-0.43020500524662325
609,8970,5,6,1965,1965,2140,2,4,1,2.0,25,4579600,9825,0.0005574136008918618,NAmes,2Story,-0.4446163469560878,-0.43020500524662325
610,12095,6,6,1964,1964,1445,1,3,1,2.0,36,2088025,11784,0.0004960727573377428,NAmes,SLvl,-0.8036096298108155,0.8575032199172544
611,9600,5,6,1959,1959,1041,1,3,0,1.0,25,1083681,9795,0.0005208333333333333,NAmes,1Story,-0.6294813113571731,-0.43020500524662325
612,11475,6,6,1961,1961,1576,1,4,1,2.0,36,2483776,11766,0.0005228758169934641,NAmes,SLvl,-0.9999112187722362,0.8575032199172544
613,9768,5,5,1955,1955,960,1,2,0,1.0,25,921600,9775,0.0005118755118755119,NAmes,1Story,-0.7860713341840692,-0.43020500524662325
614,5330,4,7,1940,1950,708,1,2,0,0.0,16,501264,7760,0.00075046904315197,BrkSide,1Story,-1.3732839197849291,-1.051674234266409
615,7015,5,4,1950,1950,1203,1,3,1,1.0,25,1447209,9750,0.0007127583749109052,BrkSide,1.5Fin,0.7192560951767688,-0.11298979376415953
616,12160,6,4,1953,1953,1505,1,2,1,2.0,36,2265025,11718,0.000493421052631579,NAmes,1Story,-0.8643663455975171,0.8575032199172544
617,9900,6,5,1967,1967,1691,1,2,0,2.0,36,2859481,11802,0.0006060606060606061,NAmes,1Story,-0.3163012657033812,0.8575032199172544
618,9600,6,5,1953,1953,1644,1,3,2,2.0,36,2702736,11718,0.000625,NAmes,1Story,-0.8643663455975171,0.8575032199172544
619,9600,5,6,1956,1956,1050,1,2,0,1.0,25,1102500,9780,0.0005208333333333333,NAmes,1Story,-0.7469238284773452,-0.43020500524662325
620,9600,6,8,1950,2005,1668,1,3,0,1.0,36,2782224,11700,0.000625,NAmes,1.5Fin,0.7192560951767688,0.8575032199172544
621,9600,5,7,1950,2007,1113,1,3,1,1.0,25,1238769,9750,0.0005208333333333333,NAmes,1Story,-0.9818088627176891,-0.43020500524662325
622,8944,5,5,1967,1967,1584,2,4,0,3.0,25,2509056,9835,0.0005590339892665474,NAmes,1Story,-0.3163012657033812,-0.43020500524662325
623,10573,6,6,1961,1961,1453,2,3,1,2.0,36,2111209,11766,0.0005674832119549796,NAmes,1Story,-0.5511862999437251,0.8575032199172544
624,9500,6,5,1963,1963,1394,1,3,2,2.0,36,1943236,11778,0.0006315789473684211,NAmes,1Story,-0.4728912885302772,0.8575032199172544
625,14695,6,8,1966,2008,1567,2,2,2,2.0,36,2455489,11796,0.0004083021435862538,NAmes,1Story,-0.35544877141010517,0.8575032199172544
626,13600,7,6,1965,1990,1986,2,3,3,2.0,49,3944196,13755,0.0005147058823529412,NAmes,2Story,-0.4446163469560878,2.145211445081132
627,13000,6,6,1968,1968,2142,2,4,1,1.0,36,4588164,11808,0.00046153846153846153,NAmes,2Story,-0.35182034851604943,0.8575032199172544
628,13560,6,3,1968,1968,1392,1,2,2,2.0,36,1937664,11808,0.0004424778761061947,NAmes,1Story,-0.2771537599966572,0.8575032199172544
629,12513,4,4,1920,2007,1738,2,4,1,1.0,16,3020644,7680,0.0003196675457524175,NAmes,1.5Fin,-0.756542732217078,-1.717913230410501
630,8760,5,7,1956,1956,1144,1,3,0,1.0,25,1308736,9780,0.0005707762557077625,NAmes,1Story,-0.7469238284773452,-0.43020500524662325
631,8400,6,3,1957,1957,1478,1,3,2,2.0,36,2184484,11742,0.0007142857142857143,NAmes,1Story,-0.7077763227706212,0.8575032199172544
632,12285,7,6,1960,1960,1329,1,3,2,2.0,49,1766241,13720,0.0005698005698005698,NAmes,1Story,-0.5903338056504491,2.145211445081132
633,9240,6,8,1959,1998,988,2,3,0,1.0,36,976144,11754,0.0006493506493506494,NAmes,1Story,-0.6294813113571731,0.8575032199172544
634,9600,6,6,1958,1988,1632,2,3,1,1.0,36,2663424,11748,0.000625,NAmes,1Story,-0.6686288170638971,0.8575032199172544
635,12400,6,7,1958,1998,1215,1,3,0,1.0,36,1476225,11748,0.0004838709677419355,NAmes,1Story,-0.6686288170638971,0.8575032199172544
636,8750,5,5,1956,1956,1202,1,3,0,1.0,25,1444804,9780,0.0005714285714285715,NAmes,1Story,-0.7469238284773452,-0.43020500524662325
637,8750,5,5,1955,1955,1382,1,3,0,1.0,25,1909924,9775,0.0005714285714285715,NAmes,1Story,-0.7860713341840692,-0.43020500524662325
638,10400,4,5,1956,1956,1200,1,3,2,1.0,16,1440000,7824,0.0003846153846153846,NAmes,1Story,-0.7469238284773452,-1.717913230410501
639,19296,6,5,1962,1962,1382,1,3,1,2.0,36,1909924,11772,0.0003109452736318408,NAmes,SLvl,-0.9344773557850959,0.8575032199172544
640,8532,5,6,1954,1990,1297,1,3,1,2.0,25,1682209,9770,0.0005860290670417253,NAmes,1Story,-0.8252188398907931,-0.43020500524662325
641,9482,5,4,1958,1958,1866,2,4,0,2.0,25,3481956,9790,0.0005273149124657245,NAmes,1Story,-0.6686288170638971,-0.43020500524662325
642,8128,6,7,1954,1954,1062,1,3,0,1.0,36,1127844,11724,0.0007381889763779527,NAmes,1Story,-0.8252188398907931,0.8575032199172544
643,10634,5,6,1953,1953,1319,1,3,0,1.0,25,1739761,9765,0.000470189956742524,NAmes,1Story,-0.8643663455975171,-0.43020500524662325
644,13070,5,5,1951,1951,1112,1,2,0,2.0,25,1236544,9755,0.00038255547054322876,NAmes,1Story,-0.9426613570109651,-0.43020500524662325
645,10434,4,5,1955,1955,1005,1,2,1,2.0,16,1010025,7820,0.00038336208548974505,NAmes,1Story,-0.7860713341840692,-1.717913230410501
646,14559,5,7,1951,2000,1363,1,2,2,1.0,25,1857769,9755,0.000343430180644275,NAmes,1Story,-0.9426613570109651,-0.43020500524662325
647,8480,5,6,1945,1950,793,1,2,0,1.0,25,628849,9725,0.0005896226415094339,NAmes,1Story,-1.177546391251309,-0.43020500524662325
648,7626,5,8,1952,2005,1031,1,2,0,1.0,25,1062961,9760,0.0006556517178075007,NAmes,1Story,-0.9035138513042411,-0.43020500524662325
649,9533,5,5,1953,1953,1210,1,2,0,1.0,25,1464100,9765,0.0005244938634217979,NAmes,1Story,-0.8643663455975171,-0.43020500524662325
650,10615,3,5,1900,1970,1699,2,3,0,2.0,9,2886601,5700,0.0002826189354686764,OldTown,2Story,-2.455196313156919,-1.7248529894916174
651,11419,7,7,1948,1999,1527,1,3,1,2.0,49,2331729,13636,0.0006130133987214292,NAmes,2Story,-0.9704603381163052,2.145211445081132
652,9600,5,6,1950,1950,1200,1,3,0,1.0,25,1440000,9750,0.0005208333333333333,NAmes,1Story,-0.9818088627176891,-0.43020500524662325
653,8000,6,6,1948,2002,972,1,2,1,1.0,36,944784,11688,0.00075,NAmes,1Story,-1.060103874131137,0.8575032199172544
654,5470,3,5,1958,1958,792,1,2,0,1.0,9,627264,5874,0.0005484460694698354,OldTown,1Story,-0.6686288170638971,-1.7248529894916174
655,10410,5,7,1916,1987,1656,2,3,0,1.0,25,2742336,9580,0.0004803073967339097,OldTown,1.5Fin,-0.9533159092029243,-0.16037532539865104
656,10800,5,7,1939,2006,1352,2,4,0,2.0,25,1827904,9695,0.000462962962962963,OldTown,2Story,-1.2488483334364202,-0.16037532539865104
657,8146,4,8,1900,2003,1039,1,2,0,1.0,16,1079521,7600,0.0004910385465259023,OldTown,2Story,-2.455196313156919,-0.9426141574451342
658,9022,5,8,1924,2006,792,1,2,0,1.0,25,627264,9620,0.0005542008423852804,OldTown,1Story,-1.9996440110925129,-0.16037532539865104
659,10230,5,7,1925,1950,1078,1,3,0,1.0,25,1162084,9625,0.0004887585532746823,OldTown,1Story,-1.960496505385789,-0.16037532539865104
660,10410,4,5,1915,1950,2377,2,3,1,2.0,16,5650129,7660,0.00038424591738712776,OldTown,1.5Fin,-1.0025092034493859,-0.9426141574451342
661,7200,7,9,1910,2008,1690,2,4,0,2.0,49,2856100,13370,0.0009722222222222222,OldTown,2Story,-2.145876318356791,1.4041023386943152
662,5400,2,5,1940,1950,599,1,2,0,0.0,4,358801,3880,0.00037037037037037035,OldTown,1Story,-1.3732839197849291,-2.5070918215381006
663,5400,4,6,1920,1950,1374,1,2,0,1.0,16,1887876,7680,0.0007407407407407407,OldTown,1.5Fin,-0.756542732217078,-0.9426141574451342
664,10800,5,7,1920,1950,846,1,2,0,2.0,25,715716,9600,0.000462962962962963,OldTown,1Story,-2.156234033919409,-0.16037532539865104
665,10800,3,5,1890,1998,725,1,1,0,1.0,9,525625,5670,0.0002777777777777778,OldTown,1Story,-3.330659205121129,-1.7248529894916174
666,9671,6,5,1969,1969,2544,2,6,0,3.0,36,6471936,11814,0.0006204115396546376,NAmes,2Story,-0.32088834903603664,0.8575032199172544
667,10143,6,7,1963,1963,1380,1,3,0,1.0,36,1904400,11778,0.0005915409642117716,NAmes,1Story,-0.4728912885302772,0.8575032199172544
668,11500,6,4,1967,1967,1040,1,3,1,2.0,36,1081600,11802,0.0005217391304347826,NAmes,1Story,-0.3163012657033812,0.8575032199172544
669,11643,5,5,1969,1969,2634,2,6,0,4.0,25,6937956,9845,0.0004294425835265825,NAmes,2Story,-0.32088834903603664,-0.43020500524662325
670,8010,6,9,1958,2007,951,1,2,0,2.0,36,904401,11748,0.000749063670411985,NAmes,1Story,-0.6686288170638971,0.8575032199172544
671,10454,6,6,1957,1957,1105,1,3,0,1.0,36,1221025,11742,0.0005739429883298259,NAmes,1Story,-0.7077763227706212,0.8575032199172544
672,8712,5,7,1957,2000,1306,1,2,0,1.0,25,1705636,9785,0.000573921028466483,NAmes,1Story,-0.7077763227706212,-0.43020500524662325
673,17600,6,5,1960,1960,1478,2,3,2,2.0,36,2184484,11760,0.00034090909090909094,NAmes,1Story,-0.5903338056504491,0.8575032199172544
674,9000,6,6,1958,1958,1142,1,2,1,1.0,36,1304164,11748,0.0006666666666666666,NAmes,1Story,-0.6686288170638971,0.8575032199172544
675,12144,5,7,1949,1950,1268,1,3,1,1.0,25,1607824,9745,0.00041172595520421606,NAmes,1Story,-1.0209563684244132,-0.43020500524662325
676,8544,3,4,1950,1950,1040,2,2,0,2.0,9,1081600,5850,0.00035112359550561797,NAmes,1Story,-0.9818088627176891,-3.0056214555743788
677,8064,6,5,1950,1950,1133,1,3,0,2.0,36,1283689,11700,0.000744047619047619,NAmes,1.5Fin,0.7192560951767688,0.8575032199172544
678,7200,4,5,1949,1950,1040,2,2,0,2.0,16,1081600,7796,0.0005555555555555556,NAmes,1Story,-1.0209563684244132,-1.717913230410501
679,7200,5,4,1950,1982,1904,1,3,0,1.0,25,3625216,9750,0.0006944444444444445,NAmes,1.5Fin,0.7192560951767688,-0.43020500524662325
680,7350,5,6,1958,1958,1041,1,3,0,1.0,25,1083681,9790,0.0006802721088435374,NAmes,1Story,-0.6686288170638971,-0.43020500524662325
681,7560,5,6,1958,1965,1339,1,3,0,1.0,25,1792921,9790,0.0006613756613756613,NAmes,1Story,-0.6686288170638971,-0.43020500524662325
682,7200,5,7,1952,1952,732,1,2,0,1.0,25,535824,9760,0.0006944444444444445,NAmes,1Story,-0.9035138513042411,-0.43020500524662325
683,8000,5,5,1959,1959,1183,1,3,0,1.0,25,1399489,9795,0.000625,NAmes,SLvl,-1.1307789447465166,-0.43020500524662325
684,7931,5,5,1959,1959,1148,1,3,0,1.0,25,1317904,9795,0.0006304375236414071,NAmes,1Story,-0.6294813113571731,-0.43020500524662325
685,10800,4,7,1949,1996,1461,2,4,0,1.0,16,2134521,7796,0.00037037037037037035,NAmes,1.5Fin,0.6700628009303072,-1.717913230410501
686,8064,6,7,1948,1994,1495,1,3,0,2.0,36,2235025,11688,0.000744047619047619,NAmes,1.5Fin,0.6208695066838457,0.8575032199172544
687,7570,6,5,1964,1964,1806,1,4,0,2.0,36,3261636,11784,0.0007926023778071334,NAmes,2Story,-0.47554834643610056,0.8575032199172544
688,8604,5,7,1978,1978,941,1,2,0,2.0,25,885481,9890,0.0005811250581125058,NAmes,SFoyer,0.047830284757589825,-0.43020500524662325
689,7936,6,6,1963,1963,1045,1,3,1,1.0,36,1092025,11778,0.0007560483870967742,NAmes,1Story,-0.4728912885302772,0.8575032199172544
690,6600,5,5,1962,1962,894,1,2,0,1.0,25,799236,9810,0.0007575757575757576,NAmes,1Story,-0.5120387942370012,-0.43020500524662325
691,3950,6,8,1926,2004,1224,1,3,0,1.0,36,1498176,11556,0.0015189873417721519,OldTown,1.5Fin,-0.46138296673830864,0.6218635066478322
692,10440,5,6,1910,1981,1230,1,2,0,2.0,25,1512900,9550,0.0004789272030651341,OldTown,2Story,-2.145876318356791,-0.16037532539865104
693,4080,6,8,1935,1998,1378,1,3,0,1.0,36,1898884,11610,0.0014705882352941176,OldTown,1.5Fin,-0.018643318520154602,0.6218635066478322
694,10307,6,5,1910,1950,1944,2,4,0,2.0,36,3779136,11460,0.0005821286504317454,OldTown,2Story,-2.145876318356791,0.6218635066478322
695,5720,5,6,1941,1950,1131,1,3,0,1.0,25,1279161,9705,0.0008741258741258741,OldTown,1.5Fin,0.27651644695861477,-0.16037532539865104
696,15660,5,8,1910,2003,1306,1,3,0,2.0,25,1705636,9550,0.00031928480204342275,OldTown,1.5Fin,-1.2484756746816936,-0.16037532539865104
697,9900,5,8,1910,2002,1464,2,3,0,0.0,25,2143296,9550,0.000505050505050505,OldTown,2Story,-2.145876318356791,-0.16037532539865104
698,6406,5,6,1939,1950,1558,1,3,1,2.0,25,2427364,9695,0.0007805182641273806,OldTown,2Story,-1.2488483334364202,-0.16037532539865104
699,6600,5,4,1892,1965,2372,2,4,0,1.0,25,5626384,9460,0.0007575757575757576,OldTown,2Story,-2.702652308997021,-0.16037532539865104
700,7627,4,6,1920,1950,1701,2,4,0,0.0,16,2893401,7680,0.0005244526025960404,OldTown,2Story,-1.836556323556663,-0.9426141574451342
701,7596,5,5,1952,1952,1960,2,4,0,2.0,25,3841600,9760,0.0006582411795681938,OldTown,2Story,-0.846732340196254,-0.16037532539865104
702,3378,7,8,1946,1992,1389,1,3,2,1.0,49,1929321,13622,0.0020722320899940793,OldTown,2Story,-1.0323243370763306,1.4041023386943152
703,10134,5,5,1910,1950,1447,1,3,0,0.0,25,2093809,9550,0.0004933885928557331,OldTown,1.5Fin,-1.2484756746816936,-0.16037532539865104
704,6000,4,4,1953,1953,936,1,2,0,2.0,16,876096,7812,0.0006666666666666666,OldTown,1Story,-0.8643663455975171,-0.9426141574451342
705,6000,5,7,1950,1970,1328,1,3,0,1.0,25,1763584,9750,0.0008333333333333334,OldTown,1.5Fin,0.7192560951767688,-0.16037532539865104
706,6000,5,4,1954,1954,1387,2,3,0,1.0,25,1923769,9770,0.0008333333333333334,OldTown,1.5Fin,0.9160292721626151,-0.16037532539865104
707,7404,4,6,1920,1950,861,1,2,0,2.0,16,741321,7680,0.0005402485143165856,OldTown,1Story,-2.156234033919409,-0.9426141574451342
708,5925,2,4,1940,1950,612,1,1,0,1.0,4,374544,3880,0.00033755274261603374,OldTown,1Story,-1.3732839197849291,-2.5070918215381006
709,5925,3,6,1910,1950,968,1,2,0,0.0,9,937024,5730,0.0005063291139240507,OldTown,1.5Fin,-1.2484756746816936,-1.7248529894916174
710,5784,5,8,1938,1996,886,1,2,0,1.0,25,784996,9690,0.0008644536652835408,OldTown,1Story,-1.451578931198377,-0.16037532539865104
711,8520,5,8,1923,1950,792,1,2,0,1.0,25,627264,9615,0.0005868544600938967,OldTown,1Story,-2.038791516799237,-0.16037532539865104
712,4456,4,5,1920,2008,1452,2,2,0,0.0,16,2108304,7680,0.0008976660682226212,OldTown,2Story,-1.836556323556663,-0.9426141574451342
713,9600,4,4,1910,1950,1510,2,3,0,2.0,16,2280100,7640,0.0004166666666666667,OldTown,2Story,-2.145876318356791,-0.9426141574451342
714,3500,5,7,1947,1950,1284,1,2,0,1.0,25,1648656,9735,0.0014285714285714286,OldTown,1.5Fin,0.5716762124373841,-0.16037532539865104
715,8100,5,5,1898,1965,2138,2,2,0,2.0,25,4571044,9490,0.0006172839506172839,OldTown,2.5Unf,-0.9111529443921128,-0.16037532539865104
716,11700,7,7,1880,2003,2640,1,4,1,4.0,49,6969600,13160,0.0005982905982905983,OldTown,2Story,-3.0738363027571745,1.4041023386943152
717,8400,6,7,1900,1950,2007,2,3,0,1.0,36,4028049,11400,0.0007142857142857143,OldTown,2Story,-2.455196313156919,0.6218635066478322
718,3600,6,7,1917,2007,1288,1,3,1,1.0,36,1658944,11502,0.0016666666666666668,OldTown,2Story,-1.9293523219967015,0.6218635066478322
719,17671,8,9,1882,1986,1742,1,4,1,2.0,64,3034564,15056,0.00045271914436081716,OldTown,2Story,-3.011972303797149,2.1863411707407985
720,3300,4,3,1910,1950,816,1,2,1,0.0,16,665856,7640,0.0012121212121212121,OldTown,1Story,-2.547709090986649,-0.9426141574451342
721,9000,7,9,1920,1988,1482,1,3,0,2.0,49,2196324,13440,0.0007777777777777777,OldTown,2Story,-1.836556323556663,1.4041023386943152
722,7200,5,4,1910,2006,1022,1,2,0,1.0,25,1044484,9550,0.0006944444444444445,OldTown,1Story,-2.547709090986649,-0.16037532539865104
723,8820,5,6,1890,1996,1869,1,2,0,2.0,25,3493161,9450,0.0005668934240362812,OldTown,1.5Fin,-2.232341559610925,-0.16037532539865104
724,5400,6,6,1920,1950,1480,1,3,0,1.0,36,2190400,11520,0.0011111111111111111,OldTown,1.5Fin,-0.756542732217078,0.6218635066478322
725,9720,6,7,1910,2002,1521,1,4,0,3.0,36,2313441,11460,0.0006172839506172839,OldTown,2Story,-2.145876318356791,0.6218635066478322
726,7879,4,5,1920,1950,720,1,2,0,0.0,16,518400,7680,0.0005076786394212463,IDOTRR,1Story,-2.156234033919409,-0.5964044398088233
727,9392,3,3,1900,1950,797,1,2,0,0.0,9,635209,5700,0.00031942078364565585,IDOTRR,1Story,-2.9391841480538887,-1.4120752177826548
728,21384,5,6,1923,2004,1576,1,3,1,2.0,25,2483776,9615,0.0002338196782641227,BrkSide,2Story,-1.7437603251166247,-0.11298979376415953
729,6615,6,6,1923,1950,1432,1,3,1,1.0,36,2050624,11538,0.0009070294784580499,BrkSide,1Story,-2.038791516799237,0.8256946467380899
730,7264,7,7,1925,2007,1548,2,3,0,2.0,49,2396304,13475,0.0009636563876651982,BrkSide,1.5Fin,-0.5105762609847703,1.7643790872403393
731,4960,5,7,1930,1982,1654,2,3,1,1.0,25,2735716,9650,0.0010080645161290322,BrkSide,1.5Fin,-0.2646097897524624,-0.11298979376415953
732,8854,6,6,1916,1950,952,1,2,1,1.0,36,906304,11496,0.0006776598147729839,BrkSide,1.5Unf,-1.459747759630238,0.8256946467380899
733,6000,4,6,1936,1950,1324,1,3,0,1.0,16,1752976,7744,0.0006666666666666666,BrkSide,1.5Fin,0.03054997572630696,-1.051674234266409
734,6000,6,9,1937,2000,1176,1,2,0,2.0,36,1382976,11622,0.001,BrkSide,1.5Fin,0.07974326997276852,0.8256946467380899
