,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
448,15274,9,5,2003,2003,2452,2,3,1,3.0,445000
449,13262,8,5,2003,2004,2400,3,4,1,3.0,290000
450,9658,8,5,2006,2006,1606,2,3,1,3.0,255900
451,6904,6,5,2005,2005,1358,2,2,1,2.0,213000
452,5381,6,5,2005,2005,1306,2,1,1,2.0,196000
453,5122,6,5,2005,2005,1306,2,1,1,2.0,184500
454,10307,7,5,2007,2008,1358,2,2,1,2.0,212500
455,5001,7,5,2007,2008,1314,2,2,1,2.0,230000
456,14836,10,5,2004,2005,2492,2,2,1,3.0,552000
457,15262,8,5,2003,2004,2200,2,3,1,3.0,382500
458,7390,9,5,2008,2009,1884,2,2,1,2.0,320000
459,6472,9,5,2008,2008,1456,2,2,1,2.0,248500
460,16770,8,5,2002,2003,1712,2,3,1,3.0,286500
461,6240,8,5,2006,2006,1324,2,2,1,2.0,254000
462,3480,7,5,2003,2003,1405,2,2,1,2.0,173000
463,2268,7,5,2003,2004,1626,2,2,0,2.0,173000
464,10928,7,5,2005,2005,1456,2,3,1,2.0,184000
465,8918,6,5,2005,2006,1490,2,3,1,2.0,167800
466,12589,6,5,2005,2005,1484,2,3,1,2.0,174000
467,11911,6,5,2005,2005,1560,2,3,1,2.0,174000
468,3684,7,5,2007,2007,1555,2,2,1,3.0,174000
469,3635,7,5,2007,2007,1569,2,1,1,3.0,175900
470,3182,7,5,2005,2006,1555,2,2,1,2.0,192500
471,3182,7,5,2005,2006,1504,2,1,1,2.0,181000
472,3182,7,5,2005,2006,1220,2,2,1,2.0,180000
473,3182,7,5,2005,2006,1145,2,2,1,2.0,160200
474,7795,7,5,2004,2005,1432,2,3,1,2.0,188500
475,8068,6,5,2002,2002,2267,2,4,1,2.0,200000
476,9434,7,5,2004,2005,1374,2,3,1,2.0,170000
477,7984,7,5,2004,2005,1630,2,3,1,2.0,189500
478,7750,8,5,2002,2002,1419,2,3,1,2.0,184100
479,10125,7,5,2004,2004,1594,2,3,1,2.0,195500
480,8965,7,5,2003,2003,1489,2,3,1,2.0,192000
481,8174,7,5,2003,2003,1342,2,3,1,2.0,178000
482,5063,7,5,2007,2008,1314,2,2,1,2.0,207500
483,8795,7,5,2000,2000,2256,2,4,1,2.0,236000
484,12891,8,5,2002,2002,2004,2,4,1,3.0,257500
485,12224,6,5,2000,2000,2054,2,3,1,2.0,244000
486,9734,7,5,2004,2004,1374,2,3,0,2.0,167000
487,8123,6,5,2000,2000,1800,2,3,1,2.0,179000
488,8433,6,5,2000,2000,1514,2,3,1,2.0,190000
489,7750,7,5,1999,2000,1430,2,3,1,2.0,156000
490,15896,7,5,1999,1999,2312,2,4,1,3.0,245000
491,24682,6,5,1999,1999,1675,2,3,1,2.0,181000
492,8755,7,5,1999,1999,2060,2,3,1,2.0,214000
493,7848,7,6,1999,1999,1430,2,3,1,2.0,168000
494,9430,8,5,1999,1999,2365,2,3,1,3.0,337000
495,15138,8,5,1995,1996,2794,2,4,1,3.0,403000
496,12720,8,5,2000,2000,2687,2,4,2,3.0,327000
497,16545,8,5,1998,1998,2450,2,3,1,3.0,340000
498,12203,8,5,1998,1999,2612,2,4,1,3.0,336000
499,10208,7,5,1996,1997,2344,2,3,1,3.0,265000
500,10750,8,5,1994,1995,2063,2,3,2,3.0,315000
501,9900,7,5,1993,1993,2646,2,4,1,3.0,260000
502,9085,7,5,1995,1996,2061,2,3,1,2.0,260000
503,11692,8,5,1993,1994,2232,2,3,1,2.0,263550
504,46589,8,7,1994,2005,2448,2,4,1,3.0,402000
505,29959,7,6,1994,1994,1850,2,3,1,2.0,248000
506,9612,8,5,2008,2009,1468,2,3,1,3.0,244600
507,11194,8,5,2008,2008,1696,2,3,0,3.0,275000
508,10206,8,5,2008,2008,1658,2,3,1,3.0,257500
509,9262,8,5,2008,2009,1578,2,3,1,3.0,287090
510,10130,8,5,2007,2007,1702,2,3,1,3.0,275500
511,9139,8,5,2006,2006,1432,2,3,1,2.0,245000
512,9675,7,5,2005,2005,1971,2,3,1,2.0,253000
513,11128,9,5,2005,2006,2490,2,2,2,3.0,468000
514,8640,7,5,2009,2009,1852,2,3,1,2.0,252678
515,9000,8,5,2008,2008,1590,2,3,0,2.0,210000
516,7862,6,5,2009,2009,1218,2,2,0,2.0,208300
517,7993,7,5,2008,2009,1436,2,3,0,2.0,225000
518,8640,8,5,2009,2009,1314,2,3,0,2.0,229456
519,8640,7,5,2008,2008,1402,2,3,0,2.0,229800
520,12606,9,5,2007,2008,1530,2,3,1,3.0,250000
521,9187,9,5,2009,2009,1766,2,2,1,3.0,370878
522,7500,8,5,2006,2007,1448,2,2,1,2.0,238500
523,11003,10,5,2008,2008,2007,2,3,1,3.0,310000
524,10603,8,5,2006,2006,1795,2,3,1,3.0,270000
525,10574,8,5,2005,2006,1953,2,3,1,3.0,252000
526,8125,7,5,2006,2007,1550,2,2,0,2.0,241000
527,8125,8,5,2008,2009,1836,2,3,1,2.0,264500
528,10625,7,5,2006,2007,1662,2,3,1,3.0,291000
529,9375,7,5,2003,2004,2094,2,4,1,2.0,263000
530,7500,7,5,2004,2005,1221,2,2,0,2.0,185000
531,8736,7,5,2003,2004,1553,2,3,0,2.0,234500
532,8127,7,5,2003,2003,1653,2,3,0,2.0,209000
533,9605,7,6,2007,2007,1218,1,3,0,2.0,159000
534,7500,7,5,2006,2006,1141,1,3,0,2.0,152000
535,7500,6,5,2004,2004,1158,1,3,0,0.0,143500
536,10628,7,5,2004,2004,1812,2,3,0,2.0,193000
537,10141,8,5,2004,2004,1512,2,3,0,3.0,203000
538,10083,7,5,2003,2003,1200,2,2,0,2.0,184900
539,13072,7,5,2004,2005,1114,1,3,0,2.0,159000
540,13072,5,5,2004,2004,1114,1,3,0,0.0,142000
541,12450,5,5,2003,2004,1114,2,3,0,2.0,153000
542,7328,7,5,2008,2009,1450,2,2,0,3.0,224243
543,11492,7,5,1996,1997,2122,2,4,1,2.0,220000
544,10994,8,5,2005,2006,1844,2,2,1,2.0,257000
545,8529,7,5,2001,2001,1434,2,3,1,2.0,189000
546,7703,6,6,1992,1992,1730,2,3,0,2.0,171500
547,10762,6,6,1980,1980,1217,1,3,1,1.0,120000
548,7175,6,5,1990,1991,1332,2,2,0,2.0,145000
549,9109,7,5,1994,1994,1540,2,3,0,2.0,184000
550,10274,6,7,1986,1986,1400,2,3,0,2.0,162000
551,8250,6,7,1981,1981,1882,2,4,2,2.0,160000
552,8400,4,4,1950,1950,841,1,2,0,1.0,82000
553,9000,6,3,1928,1950,784,1,2,0,2.0,76000
554,9750,5,5,1962,1962,980,1,3,0,2.0,110000
555,7064,5,6,1977,1977,980,1,3,0,2.0,135000
556,8499,5,6,1961,1961,864,1,3,0,2.0,141000
557,9079,5,5,1961,1961,864,1,2,0,1.0,122000
558,9316,5,5,1965,1965,1020,2,3,0,1.0,124100
559,7791,5,8,1963,1995,912,1,3,0,1.0,129000
560,10000,5,6,1961,1983,1144,1,3,1,1.0,131400
561,8281,5,5,1965,1965,864,1,3,1,1.0,62383
562,7150,5,6,1962,1962,912,1,3,0,1.0,123000
563,15676,8,8,1980,1980,2014,2,2,2,3.0,275000
564,11949,7,8,1991,2008,1755,2,3,1,2.0,235000
565,2880,7,5,2004,2005,3005,2,3,1,3.0,280750
566,3951,6,5,2009,2009,1224,2,2,0,2.0,164500
567,3000,6,5,2009,2009,1224,2,2,0,2.0,173733
568,3830,6,5,2008,2008,1726,2,2,1,2.0,222000
569,4217,6,5,2008,2008,1256,1,1,1,2.0,195000
570,3230,6,5,1999,1999,1471,2,3,0,2.0,172500
571,2998,6,5,2000,2000,1512,2,2,0,2.0,180000
572,3768,7,5,1999,1999,1452,2,3,0,2.0,156000
573,2645,8,5,1999,2000,1739,2,3,0,2.0,172500
574,14694,8,9,1977,2008,1694,2,2,1,2.0,318750
575,3782,8,5,1981,1981,1226,1,1,2,2.0,211500
576,15417,7,5,1981,1981,1740,1,2,0,2.0,241600
577,9600,8,5,1976,1976,2499,2,4,1,2.0,180500
578,9991,4,4,1976,1993,1620,2,3,1,2.0,150000
579,11700,6,6,1968,1968,1556,1,4,0,2.0,154000
580,11717,6,6,1970,1970,1442,2,2,1,2.0,185000
581,9156,6,7,1968,1968,1489,2,3,1,2.0,185750
582,10382,7,6,1973,1973,2090,2,3,2,2.0,200000
583,12732,7,6,1974,1974,2067,2,3,2,2.0,206000
584,12936,6,6,1972,1972,1395,1,3,1,2.0,162000
585,10400,6,7,1967,1997,2640,2,5,1,2.0,256900
586,17871,6,5,1967,1976,1724,1,3,1,2.0,197900
587,9600,5,5,1969,1969,1336,2,3,1,2.0,163000
588,9000,6,5,1969,1969,1216,1,3,0,1.0,113000
589,13774,7,7,1977,1992,2288,1,4,2,2.0,230000
590,9650,6,5,1977,1977,1334,2,2,1,2.0,167900
591,10140,7,5,1998,1999,1680,2,3,1,2.0,213250
592,8400,8,6,2001,2001,1665,2,3,0,2.0,227000
593,7130,5,6,1967,1967,864,1,2,0,1.0,130000
594,9600,5,5,1967,1967,1568,1,3,0,2.0,143000
595,9100,5,6,1965,1965,925,1,2,0,1.0,117500
596,9600,7,5,1974,1974,2061,2,4,1,2.0,168500
597,16500,6,5,1971,1971,1320,2,3,1,2.0,172500
598,9790,6,5,1967,1967,1342,2,3,1,2.0,161500
599,7436,4,7,1960,1960,894,1,2,1,2.0,141500
600,8125,5,7,1959,1959,864,1,3,0,1.0,118000
601,9100,6,6,1959,1959,864,1,2,0,1.0,127500
602,9450,4,5,1957,1957,1362,1,3,1,3.0,140000
603,13495,5,6,1956,1956,1728,2,3,1,2.0,177625
604,11475,5,5,1958,1958,1776,2,4,0,3.0,110000
605,10004,6,6,1964,1964,1516,1,3,0,2.0,167000
606,9350,5,6,1961,1995,1313,1,3,1,2.0,153000
607,10500,5,5,1964,1964,1292,1,3,2,2.0,145100
608,11000,5,6,1966,1966,1154,1,3,1,2.0,154000
609,8970,5,6,1965,1965,2140,2,4,1,2.0,177500
610,12095,6,6,1964,1964,1445,1,3,1,2.0,158000
611,9600,5,6,1959,1959,1041,1,3,0,1.0,124500
612,11475,6,6,1961,1961,1576,1,4,1,2.0,174500
613,9768,5,5,1955,1955,960,1,2,0,1.0,122000
614,5330,4,7,1940,1950,708,1,2,0,0.0,82500
615,7015,5,4,1950,1950,1203,1,3,1,1.0,110000
616,12160,6,4,1953,1953,1505,1,2,1,2.0,149500
617,9900,6,5,1967,1967,1691,1,2,0,2.0,175000
618,9600,6,5,1953,1953,1644,1,3,2,2.0,167000
619,9600,5,6,1956,1956,1050,1,2,0,1.0,128900
620,9600,6,8,1950,2005,1668,1,3,0,1.0,140000
621,9600,5,7,1950,2007,1113,1,3,1,1.0,147000
622,8944,5,5,1967,1967,1584,2,4,0,3.0,124000
623,10573,6,6,1961,1961,1453,2,3,1,2.0,187500
624,9500,6,5,1963,1963,1394,1,3,2,2.0,159000
625,14695,6,8,1966,2008,1567,2,2,2,2.0,256000
626,13600,7,6,1965,1990,1986,2,3,3,2.0,205000
627,13000,6,6,1968,1968,2142,2,4,1,1.0,193500
628,13560,6,3,1968,1968,1392,1,2,2,2.0,110000
629,12513,4,4,1920,2007,1738,2,4,1,1.0,104900
630,8760,5,7,1956,1956,1144,1,3,0,1.0,150000
631,8400,6,3,1957,1957,1478,1,3,2,2.0,156500
632,12285,7,6,1960,1960,1329,1,3,2,2.0,176000
633,9240,6,8,1959,1998,988,2,3,0,1.0,149500
634,9600,6,6,1958,1988,1632,2,3,1,1.0,139000
635,12400,6,7,1958,1998,1215,1,3,0,1.0,155000
636,8750,5,5,1956,1956,1202,1,3,0,1.0,120000
637,8750,5,5,1955,1955,1382,1,3,0,1.0,153000
638,10400,4,5,1956,1956,1200,1,3,2,1.0,144000
639,19296,6,5,1962,1962,1382,1,3,1,2.0,176000
640,8532,5,6,1954,1990,1297,1,3,1,2.0,153000
641,9482,5,4,1958,1958,1866,2,4,0,2.0,135000
642,8128,6,7,1954,1954,1062,1,3,0,1.0,131000
643,10634,5,6,1953,1953,1319,1,3,0,1.0,123000
644,13070,5,5,1951,1951,1112,1,2,0,2.0,126000
645,10434,4,5,1955,1955,1005,1,2,1,2.0,115000
646,14559,5,7,1951,2000,1363,1,2,2,1.0,164900
647,8480,5,6,1945,1950,793,1,2,0,1.0,113000
648,7626,5,8,1952,2005,1031,1,2,0,1.0,145500
649,9533,5,5,1953,1953,1210,1,2,0,1.0,102900
650,10615,3,5,1900,1970,1699,2,3,0,2.0,95000
651,11419,7,7,1948,1999,1527,1,3,1,2.0,152500
652,9600,5,6,1950,1950,1200,1,3,0,1.0,129900
653,8000,6,6,1948,2002,972,1,2,1,1.0,132000
654,5470,3,5,1958,1958,792,1,2,0,1.0,99900
655,10410,5,7,1916,1987,1656,2,3,0,1.0,135000
656,10800,5,7,1939,2006,1352,2,4,0,2.0,149000
657,8146,4,8,1900,2003,1039,1,2,0,1.0,114000
658,9022,5,8,1924,2006,792,1,2,0,1.0,109500
659,10230,5,7,1925,1950,1078,1,3,0,1.0,125000
660,10410,4,5,1915,1950,2377,2,3,1,2.0,142900
661,7200,7,9,1910,2008,1690,2,4,0,2.0,156500
662,5400,2,5,1940,1950,599,1,2,0,0.0,59000
663,5400,4,6,1920,1950,1374,1,2,0,1.0,105000
664,10800,5,7,1920,1950,846,1,2,0,2.0,106000
665,10800,3,5,1890,1998,725,1,1,0,1.0,78500
666,9671,6,5,1969,1969,2544,2,6,0,3.0,190000
667,10143,6,7,1963,1963,1380,1,3,0,1.0,154000
668,11500,6,4,1967,1967,1040,1,3,1,2.0,163000
669,11643,5,5,1969,1969,2634,2,6,0,4.0,200000
670,8010,6,9,1958,2007,951,1,2,0,2.0,143500
671,10454,6,6,1957,1957,1105,1,3,0,1.0,135000
672,8712,5,7,1957,2000,1306,1,2,0,1.0,153000
673,17600,6,5,1960,1960,1478,2,3,2,2.0,157500
674,9000,6,6,1958,1958,1142,1,2,1,1.0,113500
675,12144,5,7,1949,1950,1268,1,3,1,1.0,133000
676,8544,3,4,1950,1950,1040,2,2,0,2.0,92900
677,8064,6,5,1950,1950,1133,1,3,0,2.0,128500
678,7200,4,5,1949,1950,1040,2,2,0,2.0,90000
679,7200,5,4,1950,1982,1904,1,3,0,1.0,138000
680,7350,5,6,1958,1958,1041,1,3,0,1.0,128000
681,7560,5,6,1958,1965,1339,1,3,0,1.0,139000
682,7200,5,7,1952,1952,732,1,2,0,1.0,118900
683,8000,5,5,1959,1959,1183,1,3,0,1.0,138000
684,7931,5,5,1959,1959,1148,1,3,0,1.0,132500
685,10800,4,7,1949,1996,1461,2,4,0,1.0,133500
686,8064,6,7,1948,1994,1495,1,3,0,2.0,135000
687,7570,6,5,1964,1964,1806,1,4,0,2.0,144750
688,8604,5,7,1978,1978,941,1,2,0,2.0,145000
689,7936,6,6,1963,1963,1045,1,3,1,1.0,127000
690,6600,5,5,1962,1962,894,1,2,0,1.0,109500
691,3950,6,8,1926,2004,1224,1,3,0,1.0,115000
692,10440,5,6,1910,1981,1230,1,2,0,2.0,110000
693,4080,6,8,1935,1998,1378,1,3,0,1.0,128900
694,10307,6,5,1910,1950,1944,2,4,0,2.0,103500
695,5720,5,6,1941,1950,1131,1,3,0,1.0,66500
696,15660,5,8,1910,2003,1306,1,3,0,2.0,130000
697,9900,5,8,1910,2002,1464,2,3,0,0.0,129000
698,6406,5,6,1939,1950,1558,1,3,1,2.0,150000
699,6600,5,4,1892,1965,2372,2,4,0,1.0,107500
700,7627,4,6,1920,1950,1701,2,4,0,0.0,94550
701,7596,5,5,1952,1952,1960,2,4,0,2.0,124500
702,3378,7,8,1946,1992,1389,1,3,2,1.0,135000
703,10134,5,5,1910,1950,1447,1,3,0,0.0,103000
704,6000,4,4,1953,1953,936,1,2,0,2.0,93000
705,6000,5,7,1950,1970,1328,1,3,0,1.0,129500
706,6000,5,4,1954,1954,1387,2,3,0,1.0,93000
707,7404,4,6,1920,1950,861,1,2,0,2.0,80000
708,5925,2,4,1940,1950,612,1,1,0,1.0,45000
709,5925,3,6,1910,1950,968,1,2,0,0.0,37900
710,5784,5,8,1938,1996,886,1,2,0,1.0,91300
711,8520,5,8,1923,1950,792,1,2,0,1.0,99500
712,4456,4,5,1920,2008,1452,2,2,0,0.0,113000
713,9600,4,4,1910,1950,1510,2,3,0,2.0,87500
714,3500,5,7,1947,1950,1284,1,2,0,1.0,110000
715,8100,5,5,1898,1965,2138,2,2,0,2.0,106000
716,11700,7,7,1880,2003,2640,1,4,1,4.0,265979
717,8400,6,7,1900,1950,2007,2,3,0,1.0,160000
718,3600,6,7,1917,2007,1288,1,3,1,1.0,119000
719,17671,8,9,1882,1986,1742,1,4,1,2.0,168000
720,3300,4,3,1910,1950,816,1,2,1,0.0,58500
721,9000,7,9,1920,1988,1482,1,3,0,2.0,143000
722,7200,5,4,1910,2006,1022,1,2,0,1.0,85000
723,8820,5,6,1890,1996,1869,1,2,0,2.0,124900
724,5400,6,6,1920,1950,1480,1,3,0,1.0,119000
725,9720,6,7,1910,2002,1521,1,4,0,3.0,146500
726,7879,4,5,1920,1950,720,1,2,0,0.0,34900
727,9392,3,3,1900,1950,797,1,2,0,0.0,44000
728,21384,5,6,1923,2004,1576,1,3,1,2.0,223500
729,6615,6,6,1923,1950,1432,1,3,1,1.0,149000
730,7264,7,7,1925,2007,1548,2,3,0,2.0,205000
731,4960,5,7,1930,1982,1654,2,3,1,1.0,137000
732,8854,6,6,1916,1950,952,1,2,1,1.0,121000
733,6000,4,6,1936,1950,1324,1,3,0,1.0,128000
734,6000,6,9,1937,2000,1176,1,2,0,2.0,134900
735,6000,5,8,1925,1997,1348,1,3,1,1.0,117000
736,6000,6,6,1939,1950,1412,1,4,1,1.0,132500
737,6000,5,5,1924,1950,1142,1,3,0,1.0,93000
738,6000,6,7,1926,2004,904,1,2,0,1.0,119000
739,6911,5,5,1924,1950,1301,1,2,0,2.0,100000
740,6120,5,6,1936,1950,1539,1,3,0,2.0,141500
741,6120,4,7,1935,1995,1573,1,3,0,1.0,133000
742,6120,2,3,1936,1950,800,1,1,1,0.0,60000
743,6120,5,7,1931,1993,875,1,2,0,1.0,105000
744,6120,5,6,1925,1999,995,1,2,0,1.0,115000
745,6120,5,6,1938,1950,1582,2,3,1,1.0,150000
746,8635,5,5,1925,1950,1072,1,2,0,5.0,126500
747,11888,6,6,1916,1994,2134,2,5,0,2.0,214500
748,11414,7,8,1910,1993,2019,1,3,0,2.0,167500
749,8094,6,6,1915,1950,1768,2,3,0,2.0,155000
750,2500,7,8,1915,2005,1826,1,4,1,1.0,155000
751,9928,7,8,1915,1994,1944,2,3,0,1.0,179900
752,5520,6,6,1912,1950,2229,1,5,0,0.0,104000
753,3000,5,1,1922,1950,2128,2,4,0,0.0,62500
754,6876,6,5,1927,1950,1930,2,4,0,1.0,149000
755,6240,4,5,1925,1950,1208,1,2,0,2.0,103000
756,5775,6,7,1915,2002,1427,1,3,0,1.0,123000
757,5852,7,5,1902,2000,1864,2,6,0,0.0,97500
758,5160,6,6,1927,1950,1666,1,3,0,1.0,135000
759,5160,4,6,1923,1950,892,1,1,0,0.0,70000
760,10320,6,7,1915,1965,1403,1,3,0,1.0,116000
761,4280,4,9,1946,2001,704,1,2,0,1.0,88750
762,10800,5,5,1987,1988,1200,3,3,0,0.0,179000
763,10800,5,5,1987,1988,1200,3,3,0,0.0,179000
764,10547,5,5,1978,1978,1152,2,2,0,1.0,159900
765,10020,1,1,1922,1950,904,0,1,0,0.0,61000
766,6629,6,6,1925,1950,1369,2,3,0,1.0,103600
767,9780,5,3,1934,1950,1112,2,4,0,1.0,63000
768,12886,5,6,1963,1999,1464,2,3,1,2.0,175000
769,8816,5,6,1963,1963,1121,1,3,0,2.0,139000
770,11184,6,5,1978,1978,1683,2,3,1,2.0,172500
771,11625,5,6,1967,1967,1052,1,3,1,1.0,113500
772,7800,5,7,1967,2004,899,1,3,0,1.0,130000
773,8014,6,5,1978,1978,1034,1,3,1,2.0,149900
774,7252,5,5,1982,1982,858,1,2,0,2.0,134900
775,8740,5,6,1982,1982,860,1,2,0,2.0,137000
776,11616,5,5,1962,1962,1092,1,3,1,1.0,139000
777,15400,5,5,1961,1961,1774,2,4,1,1.0,165000
778,15312,6,5,1960,1960,1138,1,3,1,2.0,148000
779,15584,5,5,1956,1956,2071,1,4,1,1.0,165000
780,9000,2,2,1947,1950,660,1,2,0,0.0,63900
781,11250,4,5,1957,1989,1788,1,5,2,1.0,161500
782,25095,5,8,1968,2003,1473,1,1,2,1.0,143000
783,17140,4,6,1956,1956,1229,1,3,0,1.0,135000
784,12342,4,5,1940,1950,861,1,1,0,2.0,82500
785,10708,5,5,1955,1993,1867,1,2,3,1.0,190000
786,13680,3,5,1955,1955,1733,2,4,1,2.0,139600
787,15635,4,5,1954,1954,1383,1,2,0,2.0,122000
788,9855,6,5,1956,1956,1689,1,3,1,2.0,127500
789,9571,5,5,1956,1956,1073,1,2,0,1.0,121500
790,9571,5,3,1958,1958,1276,1,3,0,1.0,60000
791,9350,6,7,1946,1950,1639,1,3,1,1.0,154400
792,9340,4,6,1941,1950,672,1,2,0,1.0,113000
793,7440,5,6,1954,1954,1089,1,3,1,1.0,125000
794,11500,4,3,1957,1957,845,1,3,0,1.0,84000
795,4235,5,5,1984,1984,1049,2,2,0,1.0,139500
796,11409,5,4,1949,2008,1716,1,3,1,1.0,131000
797,9060,6,5,1939,1950,1258,1,2,0,1.0,105000
798,9084,4,5,1940,1950,1510,1,4,1,1.0,108000
799,10778,7,6,1990,1991,1061,1,1,0,2.0,162000
800,19255,6,5,1983,1983,1338,1,2,1,2.0,156500
801,12327,8,8,1983,2009,2132,1,1,1,2.0,316600
802,14684,7,7,1990,1991,2196,2,3,1,3.0,271900
803,9317,7,5,1993,1993,1775,2,3,1,2.0,213000
804,10560,7,5,1993,1994,1879,2,3,1,2.0,239900
805,9828,8,5,1995,1995,2020,2,3,1,2.0,239500
806,26400,5,7,1880,2007,2016,1,4,1,2.0,131000
807,7018,5,5,1979,1979,1535,2,4,0,2.0,118964
808,7018,5,5,1979,1979,1224,0,2,2,2.0,153337
809,7018,5,5,1979,1979,2228,2,6,0,2.0,147983
810,7018,5,5,1979,1979,1535,2,4,0,2.0,118858
811,7018,5,5,1979,1979,1535,2,4,0,2.0,118858
812,7018,5,5,1979,1979,2240,2,6,0,2.0,142953
813,7040,5,5,1979,1979,1229,0,2,2,2.0,148325
814,7007,5,5,1979,1979,1513,2,4,0,2.0,113722
815,11855,7,5,2000,2000,2787,4,6,2,4.0,269500
816,7939,7,5,2000,2000,2787,4,6,2,4.0,269500
817,7976,7,5,2000,2000,2787,4,6,2,4.0,269500
818,10933,9,5,2009,2009,1680,1,1,1,3.0,323262
819,10637,8,5,2007,2008,1718,2,3,1,3.0,297000
820,10226,8,5,2008,2008,1630,2,3,1,3.0,295493
821,10816,9,5,2008,2008,1720,2,3,1,3.0,332000
822,9178,8,5,2008,2008,1468,2,3,1,3.0,239900
823,10769,8,5,2007,2007,1768,2,3,0,2.0,212000
824,11422,8,5,2007,2008,1838,2,3,2,2.0,272500
825,11923,9,5,2007,2007,1800,2,2,0,2.0,239000
826,8814,7,5,2006,2006,1604,2,3,1,2.0,220000
827,6762,7,5,2007,2007,1290,2,2,1,2.0,200000
828,10324,8,5,2008,2008,1254,2,2,0,3.0,221800
829,7314,7,5,2007,2007,1232,2,2,0,2.0,194500
830,11645,8,5,2005,2006,1498,2,3,1,3.0,237000
831,11646,6,5,2005,2006,1422,2,3,1,2.0,173000
832,12800,7,5,1989,1989,1644,2,2,1,2.0,275000
833,16698,7,5,1992,1993,1759,2,3,1,2.0,233500
834,28698,5,5,1967,1967,2126,2,3,0,2.0,185000
835,12464,5,5,1996,1996,1040,1,3,0,2.0,152000
836,9757,5,7,1994,1994,990,1,3,0,1.0,143000
837,15426,6,5,1997,1997,1764,2,3,0,2.0,231500
838,10667,7,6,1996,1996,1661,2,3,1,2.0,212000
839,14753,7,5,1998,1998,1463,2,3,0,2.0,207000
840,10859,5,5,1994,1995,1097,1,3,0,2.0,145000
841,8072,5,5,1994,1995,990,1,3,0,2.0,138000
842,10400,7,5,1998,1998,1779,2,3,0,2.0,197900
843,10335,7,5,1999,1999,1501,2,3,0,2.0,204000
844,9017,7,5,1999,1999,1431,2,3,0,2.0,192000
845,8750,6,5,1998,1998,1772,2,3,1,2.0,200000
846,8935,7,5,2002,2002,1660,2,3,0,2.0,195000
847,9808,7,5,2002,2002,1573,2,3,0,2.0,227000
848,12420,7,5,2001,2001,1840,2,3,0,2.0,230000
849,16285,7,5,2001,2002,1430,2,3,0,2.0,187100
850,10739,7,5,2002,2001,1444,2,3,0,2.0,203000
851,11166,7,5,2001,2001,1492,2,3,1,2.0,201000
852,8430,5,5,1978,1978,1040,2,3,0,0.0,124000
853,16269,5,5,1978,1978,907,1,3,0,1.0,140000
854,6950,5,7,1979,1979,914,1,2,0,2.0,134900
855,8800,5,7,1977,2008,1040,2,3,0,2.0,150500
856,7000,5,8,1978,2005,864,1,3,0,1.0,136500
857,9286,5,7,1977,1989,1268,1,3,0,1.0,143500
858,15523,5,6,1972,1972,864,1,3,1,1.0,133500
859,7200,5,5,1972,1972,894,1,2,0,2.0,123000
860,7200,5,8,1972,2003,768,1,2,0,1.0,133900
861,8445,5,7,1972,2007,768,1,2,0,2.0,133000
862,11664,7,5,2002,2002,1611,2,3,0,3.0,250000
863,12334,8,5,2003,2003,2184,2,4,1,2.0,254750
864,11838,8,5,2001,2001,1788,2,3,1,2.0,236500
865,11885,8,5,2001,2001,1872,2,3,1,2.0,261500
866,11050,9,5,2000,2000,2153,2,3,2,3.0,313000
867,8749,7,5,2002,2002,1725,2,3,0,2.0,198500
868,11250,7,5,2001,2001,1870,2,3,0,2.0,211000
869,15750,8,5,1999,2000,1513,2,2,1,2.0,220000
870,11883,7,5,1996,1996,1504,2,3,1,2.0,203000
871,12782,8,5,2002,2003,1828,2,3,1,2.0,279500
872,8750,7,5,1997,1998,1417,2,3,1,2.0,210000
873,9375,7,5,1997,1998,2034,2,3,0,2.0,219500
874,8750,7,5,1996,1996,1716,2,2,1,2.0,191000
875,9100,7,5,2001,2001,1212,2,3,0,2.0,178000
876,9750,7,5,2000,2001,1630,2,3,1,2.0,213000
877,4435,6,5,2003,2004,848,1,1,0,2.0,144000
878,4435,6,5,2003,2003,848,1,1,0,2.0,140000
879,10200,8,5,2007,2007,1602,2,3,1,3.0,293200
880,9313,7,5,2004,2004,1728,2,3,0,2.0,190000
881,8487,7,5,2004,2004,1500,2,3,0,2.0,190000
882,8633,6,5,2005,2005,1476,2,3,0,2.0,173500
883,11069,6,5,2007,2007,1396,2,3,1,2.0,170000
884,8777,4,5,1949,2003,1126,2,2,0,2.0,108000
885,9937,5,7,1964,1999,1486,1,3,0,2.0,167000
886,8877,4,6,1938,1958,816,1,2,1,1.0,100000
887,7301,7,5,2003,2003,1922,3,4,1,2.0,198500
888,7950,6,6,1977,1977,1426,1,3,0,2.0,159500
889,10682,4,6,1960,1971,1149,1,3,0,1.0,127000
890,7200,6,6,1976,1976,1125,1,3,1,1.0,125000
891,13286,9,5,2007,2008,1698,2,3,1,3.0,320000
892,3675,6,5,2005,2006,1072,1,2,0,2.0,145500
893,9405,5,9,1947,2008,698,1,2,0,0.0,118000
894,6410,4,5,1959,1959,876,1,3,0,1.0,85000
895,11767,5,5,1950,1950,1368,1,3,0,1.0,120000
896,8405,4,3,1945,1950,1529,2,4,0,1.0,98000
897,4060,5,8,1922,1950,864,1,2,0,0.0,99900
898,10206,3,3,1952,1952,944,1,2,0,2.0,82000
